NC_030599.1 Prunus pseudocerasus voucher PSEUDO20160226 chloroplast, complete genome
NC_031163.1 Malus prunifolia voucher MPRUN20160302 chloroplast, complete genome
NC_032038.1 Rosa roxburghii chloroplast, complete genome
NC_033975.1 Sorbus torminalis chloroplast, complete genome
NW_018922393.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001153.1, whole genome shotgun sequence
NW_018922390.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001150.1, whole genome shotgun sequence
NW_018922385.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001145.1, whole genome shotgun sequence
NW_018922384.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001144.1, whole genome shotgun sequence
NW_018922381.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001141.1, whole genome shotgun sequence
NW_018922377.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001137.1, whole genome shotgun sequence
NW_018922376.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001136.1, whole genome shotgun sequence
NW_018922368.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001128.1, whole genome shotgun sequence
NW_018922366.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001126.1, whole genome shotgun sequence
NW_018922356.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001116.1, whole genome shotgun sequence
NW_018922351.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001111.1, whole genome shotgun sequence
NW_018922345.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001105.1, whole genome shotgun sequence
NW_018922344.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001104.1, whole genome shotgun sequence
NW_018922343.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001103.1, whole genome shotgun sequence
NW_018922342.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001102.1, whole genome shotgun sequence
NW_018922341.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001101.1, whole genome shotgun sequence
NW_018922330.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001090.1, whole genome shotgun sequence
NW_018922313.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001073.1, whole genome shotgun sequence
NW_018922293.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001053.1, whole genome shotgun sequence
NW_018922291.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001051.1, whole genome shotgun sequence
NW_018922290.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001050.1, whole genome shotgun sequence
NW_018922288.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001048.1, whole genome shotgun sequence
NW_018922287.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001047.1, whole genome shotgun sequence
NW_018922284.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001044.1, whole genome shotgun sequence
NW_018922278.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001038.1, whole genome shotgun sequence
NW_018922275.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001035.1, whole genome shotgun sequence
NW_018922269.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001029.1, whole genome shotgun sequence
NW_018922265.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001025.1, whole genome shotgun sequence
NW_018922264.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001024.1, whole genome shotgun sequence
NW_018922262.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001022.1, whole genome shotgun sequence
NW_018922260.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001020.1, whole genome shotgun sequence
NW_018922256.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001016.1, whole genome shotgun sequence
NW_018922253.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001013.1, whole genome shotgun sequence
NW_018922251.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001011.1, whole genome shotgun sequence
NW_018922250.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001010.1, whole genome shotgun sequence
NW_018922244.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001004.1, whole genome shotgun sequence
NW_018922242.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01001002.1, whole genome shotgun sequence
NW_018922239.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000999.1, whole genome shotgun sequence
NW_018922237.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000997.1, whole genome shotgun sequence
NW_018922235.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000995.1, whole genome shotgun sequence
NW_018922232.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000992.1, whole genome shotgun sequence
NW_018922231.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000991.1, whole genome shotgun sequence
NW_018922227.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000987.1, whole genome shotgun sequence
NW_018922221.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000981.1, whole genome shotgun sequence
NW_018922218.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000978.1, whole genome shotgun sequence
NW_018922215.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000975.1, whole genome shotgun sequence
NW_018922214.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000974.1, whole genome shotgun sequence
NW_018922212.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000972.1, whole genome shotgun sequence
NW_018922209.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000969.1, whole genome shotgun sequence
NW_018922198.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000958.1, whole genome shotgun sequence
NW_018922196.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000956.1, whole genome shotgun sequence
NW_018922195.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000955.1, whole genome shotgun sequence
NW_018922193.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000953.1, whole genome shotgun sequence
NW_018922192.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000952.1, whole genome shotgun sequence
NW_018922186.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000946.1, whole genome shotgun sequence
NW_018922184.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000944.1, whole genome shotgun sequence
NW_018922178.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000938.1, whole genome shotgun sequence
NW_018922176.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000936.1, whole genome shotgun sequence
NW_018922175.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000935.1, whole genome shotgun sequence
NW_018922170.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000930.1, whole genome shotgun sequence
NW_018922169.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000929.1, whole genome shotgun sequence
NW_018922165.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000925.1, whole genome shotgun sequence
NW_018922162.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000922.1, whole genome shotgun sequence
NW_018922160.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000920.1, whole genome shotgun sequence
NW_018922157.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000917.1, whole genome shotgun sequence
NW_018922146.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000906.1, whole genome shotgun sequence
NW_018922144.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000904.1, whole genome shotgun sequence
NW_018922143.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000903.1, whole genome shotgun sequence
NW_018922139.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000899.1, whole genome shotgun sequence
NW_018922137.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000897.1, whole genome shotgun sequence
NW_018922134.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000894.1, whole genome shotgun sequence
NW_018922132.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000892.1, whole genome shotgun sequence
NW_018922131.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000891.1, whole genome shotgun sequence
NW_018922130.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000890.1, whole genome shotgun sequence
NW_018922129.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000889.1, whole genome shotgun sequence
NW_018922123.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000883.1, whole genome shotgun sequence
NW_018922121.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000881.1, whole genome shotgun sequence
NW_018922120.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000880.1, whole genome shotgun sequence
NW_018922119.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000879.1, whole genome shotgun sequence
NW_018922118.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000878.1, whole genome shotgun sequence
NW_018922116.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000876.1, whole genome shotgun sequence
NW_018922115.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000875.1, whole genome shotgun sequence
NW_018922114.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000874.1, whole genome shotgun sequence
NW_018922113.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000873.1, whole genome shotgun sequence
NW_018922112.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000872.1, whole genome shotgun sequence
NW_018922103.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000863.1, whole genome shotgun sequence
NW_018922102.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000862.1, whole genome shotgun sequence
NW_018922098.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000858.1, whole genome shotgun sequence
NW_018922097.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000857.1, whole genome shotgun sequence
NW_018922095.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000855.1, whole genome shotgun sequence
NW_018922094.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000854.1, whole genome shotgun sequence
NW_018922093.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000853.1, whole genome shotgun sequence
NW_018922091.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000851.1, whole genome shotgun sequence
NW_018922090.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000850.1, whole genome shotgun sequence
NW_018922087.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000847.1, whole genome shotgun sequence
NW_018922081.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000841.1, whole genome shotgun sequence
NW_018922077.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000837.1, whole genome shotgun sequence
NW_018922076.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000836.1, whole genome shotgun sequence
NW_018922075.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000835.1, whole genome shotgun sequence
NW_018922072.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000832.1, whole genome shotgun sequence
NW_018922070.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000830.1, whole genome shotgun sequence
NW_018922068.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000828.1, whole genome shotgun sequence
NW_018922065.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000825.1, whole genome shotgun sequence
NW_018922062.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000822.1, whole genome shotgun sequence
NW_018922059.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000819.1, whole genome shotgun sequence
NW_018922058.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000818.1, whole genome shotgun sequence
NW_018922057.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000817.1, whole genome shotgun sequence
NW_018922053.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000813.1, whole genome shotgun sequence
NW_018922052.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000812.1, whole genome shotgun sequence
NW_018922051.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000811.1, whole genome shotgun sequence
NW_018922047.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000807.1, whole genome shotgun sequence
NW_018922044.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000804.1, whole genome shotgun sequence
NW_018922043.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000803.1, whole genome shotgun sequence
NW_018922038.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000798.1, whole genome shotgun sequence
NW_018922037.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000797.1, whole genome shotgun sequence
NW_018922035.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000795.1, whole genome shotgun sequence
NW_018922032.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000792.1, whole genome shotgun sequence
NW_018922031.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000791.1, whole genome shotgun sequence
NW_018922030.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000790.1, whole genome shotgun sequence
NW_018922028.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000788.1, whole genome shotgun sequence
NW_018922023.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000783.1, whole genome shotgun sequence
NW_018922021.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000781.1, whole genome shotgun sequence
NW_018922020.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000780.1, whole genome shotgun sequence
NW_018922019.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000779.1, whole genome shotgun sequence
NW_018922018.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000778.1, whole genome shotgun sequence
NW_018922015.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000775.1, whole genome shotgun sequence
NW_018922014.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000774.1, whole genome shotgun sequence
NW_018922013.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000773.1, whole genome shotgun sequence
NW_018922008.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000768.1, whole genome shotgun sequence
NW_018921989.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000749.1, whole genome shotgun sequence
NW_018921983.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000743.1, whole genome shotgun sequence
NW_018921978.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000738.1, whole genome shotgun sequence
NW_018921977.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000737.1, whole genome shotgun sequence
NW_018921976.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000736.1, whole genome shotgun sequence
NW_018921975.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000735.1, whole genome shotgun sequence
NW_018921974.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000734.1, whole genome shotgun sequence
NW_018921973.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000733.1, whole genome shotgun sequence
NW_018921964.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000724.1, whole genome shotgun sequence
NW_018921961.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000721.1, whole genome shotgun sequence
NW_018921959.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000719.1, whole genome shotgun sequence
NW_018921958.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000718.1, whole genome shotgun sequence
NW_018921957.1 Prunus avium cultivar Satonishiki unplaced genomic scaffold, PAV_r1.0 BDGV01000717.1, whole genome shotgun sequence
